city,date,state,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
string,time,AC AL AM AP BA CE DF ES GO MA MG MS MT PA PB PE PI PR RJ RN RO RR RS SC SE SP TO,city state,continuous,continuous,continuous,False True,continuous,continuous,continuous,continuous,continuous
Coromandel,2021-09-22,MG,city,2217,91,388,True,27974,27966,3119302,7927.48337,0.0410
Coronel Fabriciano,2021-09-22,MG,city,14524,344,418,True,109855,110290,3119401,13168.91831,0.0237
Coronel Murta,2021-09-22,MG,city,342,7,317,True,9222,9215,3119500,3711.34021,0.0205
Coronel Pacheco,2021-09-22,MG,city,210,10,347,True,3086,3090,3119609,6796.11650,0.0476
Coronel Xavier Chaves,2021-09-22,MG,city,320,4,338,True,3434,3441,3119708,9299.62220,0.0125
Couto de Magalhães de Minas,2021-09-22,MG,city,162,6,368,True,4410,4423,3120102,3662.67239,0.0370
Cristais,2021-09-22,MG,city,1577,30,323,True,12798,12931,3120201,12195.49919,0.0190
Cristiano Otoni,2021-09-22,MG,city,474,16,317,True,5150,5156,3120409,9193.17300,0.0338
Cristina,2021-09-22,MG,city,591,9,362,True,10242,10226,3120508,5779.38588,0.0152
Cristália,2021-09-22,MG,city,417,3,317,True,5971,5982,3120300,6970.91274,0.0072
Crisólita,2021-09-22,MG,city,260,3,348,True,6704,6760,3120151,3846.15385,0.0115
Crucilândia,2021-09-22,MG,city,519,8,332,True,5034,5054,3120607,10269.09379,0.0154
Cruzeiro da Fortaleza,2021-09-22,MG,city,370,7,321,True,3626,3639,3120706,10167.62847,0.0189
Cruzília,2021-09-22,MG,city,1374,40,362,True,15417,15474,3120805,8879.41062,0.0291
Cuparaque,2021-09-22,MG,city,506,7,334,True,4982,5005,3120839,10109.89011,0.0138
Curral de Dentro,2021-09-22,MG,city,672,13,334,True,7729,7799,3120870,8616.48929,0.0193
Curvelo,2021-09-22,MG,city,5226,266,385,True,80129,80616,3120904,6482.58410,0.0509
Cássia,2021-09-22,MG,city,1740,58,319,True,17740,17740,3115102,9808.34273,0.0333
Córrego Danta,2021-09-22,MG,city,185,7,318,True,3215,3191,3119807,5797.55563,0.0378
Córrego Fundo,2021-09-22,MG,city,792,8,333,True,6337,6382,3119955,12409.90285,0.0101
Córrego Novo,2021-09-22,MG,city,339,13,347,True,2771,2728,3120003,12426.68622,0.0383
Córrego do Bom Jesus,2021-09-22,MG,city,459,8,360,True,3704,3694,3119906,12425.55495,0.0174
Cônego Marinho,2021-09-22,MG,city,131,2,334,True,7642,7686,3117836,1704.39761,0.0153
Datas,2021-09-22,MG,city,558,13,318,True,5410,5421,3121001,10293.30382,0.0233
Delfim Moreira,2021-09-22,MG,city,491,24,361,True,8025,8016,3121100,6125.24950,0.0489
Delfinópolis,2021-09-22,MG,city,590,12,357,True,7114,7131,3121209,8273.73440,0.0203
Delta,2021-09-22,MG,city,1555,24,347,True,10533,10768,3121258,14440.93611,0.0154
Descoberto,2021-09-22,MG,city,361,10,346,True,5013,5029,3121308,7178.36548,0.0277
Desterro de Entre Rios,2021-09-22,MG,city,394,10,324,True,7243,7255,3121407,5430.73742,0.0254
Desterro do Melo,2021-09-22,MG,city,166,0,317,True,2901,2884,3121506,5755.89459,0.0000
Diamantina,2021-09-22,MG,city,4868,97,360,True,47723,47825,3121605,10178.77679,0.0199
Diogo de Vasconcelos,2021-09-22,MG,city,169,1,376,True,3802,3790,3121704,4459.10290,0.0059
Dionísio,2021-09-22,MG,city,375,16,367,True,7729,7609,3121803,4928.37429,0.0427
Divino,2021-09-22,MG,city,1701,37,369,True,19931,19976,3122009,8515.21826,0.0218
Divino das Laranjeiras,2021-09-22,MG,city,345,14,355,True,4979,4974,3122108,6936.06755,0.0406
Divinolândia de Minas,2021-09-22,MG,city,409,12,317,True,7571,7614,3122207,5371.68374,0.0293
Divinésia,2021-09-22,MG,city,371,8,399,True,3417,3424,3121902,10835.28037,0.0216
Divinópolis,2021-09-22,MG,city,20922,623,426,True,238230,240408,3122306,8702.70540,0.0298
Divisa Alegre,2021-09-22,MG,city,415,10,348,True,6786,6868,3122355,6042.51602,0.0241
Divisa Nova,2021-09-22,MG,city,524,13,375,True,6011,6025,3122405,8697.09544,0.0248
Divisópolis,2021-09-22,MG,city,495,7,317,True,11019,11211,3122454,4415.30640,0.0141
Dom Bosco,2021-09-22,MG,city,311,9,341,True,3677,3655,3122470,8508.89193,0.0289
Dom Cavati,2021-09-22,MG,city,627,23,348,True,5072,5048,3122504,12420.76070,0.0367
Dom Joaquim,2021-09-22,MG,city,651,7,337,True,4195,4451,3122603,14625.92676,0.0108
Dom Silvério,2021-09-22,MG,city,445,14,323,True,5237,5232,3122702,8505.35168,0.0315
Dom Viçoso,2021-09-22,MG,city,206,4,317,True,3001,2997,3122801,6873.54021,0.0194
Dona Euzébia,2021-09-22,MG,city,1039,15,317,True,6572,6619,3122900,15697.23523,0.0144
Dores de Campos,2021-09-22,MG,city,1131,37,324,True,10153,10223,3123007,11063.28866,0.0327
Dores de Guanhães,2021-09-22,MG,city,294,9,333,True,5169,5154,3123106,5704.30733,0.0306
Dores do Indaiá,2021-09-22,MG,city,1291,16,351,True,13483,13427,3123205,9614.95494,0.0124
Dores do Turvo,2021-09-22,MG,city,432,11,317,True,4259,4230,3123304,10212.76596,0.0255
Doresópolis,2021-09-22,MG,city,139,1,333,True,1527,1533,3123403,9067.18852,0.0072
Douradoquara,2021-09-22,MG,city,91,3,318,True,1908,1912,3123502,4759.41423,0.0330
Durandé,2021-09-22,MG,city,1439,10,345,True,7841,7870,3123528,18284.62516,0.0069
Elói Mendes,2021-09-22,MG,city,3070,62,368,True,28076,28320,3123601,10840.39548,0.0202
Engenheiro Caldas,2021-09-22,MG,city,773,29,362,True,11134,11202,3123700,6900.55347,0.0375
Engenheiro Navarro,2021-09-22,MG,city,248,8,353,True,7242,7241,3123809,3424.94131,0.0323
Entre Folhas,2021-09-22,MG,city,606,11,342,True,5370,5377,3123858,11270.22503,0.0182
Entre Rios de Minas,2021-09-22,MG,city,813,22,326,True,15298,15380,3123908,5286.08583,0.0271
Ervália,2021-09-22,MG,city,1645,35,356,True,18895,18958,3124005,8677.07564,0.0213
Esmeraldas,2021-09-22,MG,city,2720,144,402,True,70552,71551,3124104,3801.48426,0.0529
Espera Feliz,2021-09-22,MG,city,2882,39,387,True,24951,25122,3124203,11472.01656,0.0135
Espinosa,2021-09-22,MG,city,2233,43,393,True,31617,31610,3124302,7064.22018,0.0193
Espírito Santo do Dourado,2021-09-22,MG,city,445,16,384,True,4692,4710,3124401,9447.98301,0.0360
Estiva,2021-09-22,MG,city,1531,25,381,True,11354,11386,3124500,13446.33761,0.0163
Estrela Dalva,2021-09-22,MG,city,194,8,365,True,2343,2325,3124609,8344.08602,0.0412
Estrela do Indaiá,2021-09-22,MG,city,69,0,317,True,3500,3491,3124708,1976.51103,0.0000
Estrela do Sul,2021-09-22,MG,city,731,21,362,True,7978,8018,3124807,9116.98678,0.0287
Eugenópolis,2021-09-22,MG,city,1300,20,359,True,11275,11330,3124906,11473.96293,0.0154
Ewbank da Câmara,2021-09-22,MG,city,388,14,324,True,3913,3923,3125002,9890.39001,0.0361
Extrema,2021-09-22,MG,city,8660,130,407,True,36225,36951,3125101,23436.44286,0.0150
Fama,2021-09-22,MG,city,142,1,317,True,2377,2376,3125200,5976.43098,0.0070
Faria Lemos,2021-09-22,MG,city,272,6,379,True,3241,3221,3125309,8444.58243,0.0221
Felisburgo,2021-09-22,MG,city,604,16,317,True,7457,7504,3125606,8049.04051,0.0265
Felixlândia,2021-09-22,MG,city,1197,25,318,True,15336,15433,3125705,7756.10704,0.0209
Felício dos Santos,2021-09-22,MG,city,231,5,317,True,4753,4704,3125408,4910.71429,0.0216
Fernandes Tourinho,2021-09-22,MG,city,121,12,317,True,3431,3466,3125804,3491.05597,0.0992
Ferros,2021-09-22,MG,city,478,11,394,True,9820,9696,3125903,4929.86799,0.0230
Fervedouro,2021-09-22,MG,city,1275,18,366,True,11006,11054,3125952,11534.28623,0.0141
Florestal,2021-09-22,MG,city,288,13,350,True,7461,7533,3126000,3823.17802,0.0451
Formiga,2021-09-22,MG,city,11050,243,399,True,67683,67822,3126109,16292.64840,0.0220
Formoso,2021-09-22,MG,city,244,9,336,True,9562,9688,3126208,2518.57969,0.0369
Fortaleza de Minas,2021-09-22,MG,city,296,7,318,True,4412,4437,3126307,6671.17422,0.0236
Fortuna de Minas,2021-09-22,MG,city,126,2,317,True,2947,2967,3126406,4246.71385,0.0159
Francisco Badaró,2021-09-22,MG,city,144,4,352,True,10332,10321,3126505,1395.21364,0.0278
Francisco Dumont,2021-09-22,MG,city,182,6,319,True,5215,5242,3126604,3471.95727,0.0330
Francisco Sá,2021-09-22,MG,city,1022,46,343,True,26277,26369,3126703,3875.76321,0.0450
Franciscópolis,2021-09-22,MG,city,313,3,317,True,5391,5338,3126752,5863.61933,0.0096
Frei Gaspar,2021-09-22,MG,city,610,14,330,True,5880,5869,3126802,10393.59346,0.0230
Frei Inocêncio,2021-09-22,MG,city,817,27,355,True,9611,9664,3126901,8454.05629,0.0330
Frei Lagonegro,2021-09-22,MG,city,172,5,317,True,3478,3487,3126950,4932.60683,0.0291
Fronteira,2021-09-22,MG,city,2193,65,372,True,18103,18492,3127008,11859.18235,0.0296
Fronteira dos Vales,2021-09-22,MG,city,337,10,317,True,4581,4561,3127057,7388.73054,0.0297
Fruta de Leite,2021-09-22,MG,city,143,3,326,True,5369,5299,3127073,2698.62238,0.0210
Frutal,2021-09-22,MG,city,9137,279,399,True,59496,60012,3127107,15225.28828,0.0305
Funilândia,2021-09-22,MG,city,339,9,317,True,4349,4392,3127206,7718.57923,0.0265
Galiléia,2021-09-22,MG,city,552,21,334,True,6817,6790,3127305,8129.60236,0.0380
Gameleiras,2021-09-22,MG,city,314,5,317,True,5109,5096,3127339,6161.69545,0.0159
Glaucilândia,2021-09-22,MG,city,185,7,317,True,3150,3164,3127354,5847.02908,0.0378
Goiabeira,2021-09-22,MG,city,256,8,324,True,3353,3378,3127370,7578.44879,0.0312
Goianá,2021-09-22,MG,city,322,6,391,True,3966,3990,3127388,8070.17544,0.0186
Gonzaga,2021-09-22,MG,city,398,16,346,True,6158,6171,3127503,6449.52196,0.0402
Gonçalves,2021-09-22,MG,city,333,8,317,True,4350,4355,3127404,7646.38347,0.0240
Gouveia,2021-09-22,MG,city,689,34,354,True,11825,11818,3127602,5830.08969,0.0493
Governador Valadares,2021-09-22,MG,city,31686,1245,410,True,279885,281046,3127701,11274.31097,0.0393
Grupiara,2021-09-22,MG,city,89,3,317,True,1388,1387,3127909,6416.72675,0.0337
Grão Mogol,2021-09-22,MG,city,716,12,348,True,15836,15890,3127800,4505.97860,0.0168
Guanhães,2021-09-22,MG,city,3432,47,359,True,34319,34573,3128006,9926.82151,0.0137
Guapé,2021-09-22,MG,city,1132,39,363,True,14245,14258,3128105,7939.40244,0.0345
Guaraciaba,2021-09-22,MG,city,594,31,317,True,10324,10315,3128204,5758.60397,0.0522
Guaraciama,2021-09-22,MG,city,205,5,337,True,4972,4989,3128253,4109.03989,0.0244
Guarani,2021-09-22,MG,city,928,7,339,True,8911,8918,3128402,10405.92061,0.0075
Guaranésia,2021-09-22,MG,city,2103,36,391,True,19021,19017,3128303,11058.52658,0.0171
Guarará,2021-09-22,MG,city,571,18,359,True,3796,3775,3128501,15125.82781,0.0315
Guarda-Mor,2021-09-22,MG,city,693,13,334,True,6580,6569,3128600,10549.55092,0.0188
Guaxupé,2021-09-22,MG,city,6233,154,388,True,51917,52078,3128709,11968.58558,0.0247
Guidoval,2021-09-22,MG,city,796,19,317,True,7078,7051,3128808,11289.17884,0.0239
Guimarânia,2021-09-22,MG,city,1002,17,409,True,8039,8105,3128907,12362.73905,0.0170
Guiricema,2021-09-22,MG,city,904,32,337,True,8392,8343,3129004,10835.43090,0.0354
Gurinhatã,2021-09-22,MG,city,482,5,317,True,5639,5577,3129103,8642.63941,0.0104
Heliodora,2021-09-22,MG,city,711,16,353,True,6558,6591,3129202,10787.43741,0.0225
Iapu,2021-09-22,MG,city,1188,36,354,True,11004,11045,3129301,10755.99819,0.0303
Ibertioga,2021-09-22,MG,city,251,12,317,True,5021,5010,3129400,5009.98004,0.0478
Ibiaí,2021-09-22,MG,city,320,10,376,True,8395,8437,3129608,3792.81735,0.0312
Ibiracatu,2021-09-22,MG,city,214,2,329,True,5400,5369,3129657,3985.84466,0.0093
Ibiraci,2021-09-22,MG,city,1148,25,327,True,13828,13986,3129707,8208.20821,0.0218
Ibirité,2021-09-22,MG,city,9575,392,394,True,180204,182153,3129806,5256.57003,0.0409
Ibitiúra de Minas,2021-09-22,MG,city,579,5,317,True,3488,3492,3129905,16580.75601,0.0086
Ibituruna,2021-09-22,MG,city,322,1,329,True,2989,2996,3130002,10747.66355,0.0031
Ibiá,2021-09-22,MG,city,2574,53,353,True,25199,25358,3129509,10150.64280,0.0206
Icaraí de Minas,2021-09-22,MG,city,367,3,375,True,11990,12097,3130051,3033.81004,0.0082
Igarapé,2021-09-22,MG,city,3225,104,373,True,43045,43817,3130101,7360.15702,0.0322
Igaratinga,2021-09-22,MG,city,1043,15,359,True,10860,11005,3130200,9477.51022,0.0144
Iguatama,2021-09-22,MG,city,667,10,338,True,7947,7923,3130309,8418.52834,0.0150
Ijaci,2021-09-22,MG,city,468,14,341,True,6550,6610,3130408,7080.18154,0.0299
Ilicínea,2021-09-22,MG,city,763,28,368,True,12375,12444,3130507,6131.46898,0.0367
Imbé de Minas,2021-09-22,MG,city,370,7,379,True,6903,6940,3130556,5331.41210,0.0189
Importados/Indefinidos,2021-09-22,MG,city,4266,369,414,True,,,,,0.0865
Inconfidentes,2021-09-22,MG,city,555,12,359,True,7328,7358,3130606,7542.81055,0.0216
Indaiabira,2021-09-22,MG,city,451,1,317,True,7351,7339,3130655,6145.25140,0.0022
Indianópolis,2021-09-22,MG,city,726,7,334,True,6891,6951,3130705,10444.54035,0.0096
Ingaí,2021-09-22,MG,city,172,7,348,True,2767,2776,3130804,6195.96542,0.0407
Inhapim,2021-09-22,MG,city,2172,63,361,True,24140,24079,3130903,9020.30815,0.0290
Inhaúma,2021-09-22,MG,city,740,22,334,True,6271,6312,3131000,11723.70089,0.0297
Inimutaba,2021-09-22,MG,city,576,17,333,True,7515,7560,3131109,7619.04762,0.0295
Ipaba,2021-09-22,MG,city,1883,51,397,True,18607,18769,3131158,10032.50040,0.0271
Ipanema,2021-09-22,MG,city,2806,66,349,True,19861,20000,3131208,14030.00000,0.0235
Ipatinga,2021-09-22,MG,city,32982,910,422,True,263410,265409,3131307,12426.85817,0.0276
Ipiaçu,2021-09-22,MG,city,548,6,381,True,4221,4225,3131406,12970.41420,0.0109
Ipuiúna,2021-09-22,MG,city,1422,42,394,True,10079,10118,3131505,14054.16090,0.0295
Iraí de Minas,2021-09-22,MG,city,895,14,338,True,6987,7027,3131604,12736.58745,0.0156
Itabira,2021-09-22,MG,city,22217,374,402,True,120060,120904,3131703,18375.73612,0.0168
Itabirinha,2021-09-22,MG,city,1145,39,340,True,11512,11576,3131802,9891.15411,0.0341
Itabirito,2021-09-22,MG,city,13845,158,366,True,51875,52446,3131901,26398.58140,0.0114
Itacambira,2021-09-22,MG,city,174,3,317,True,5385,5417,3132008,3212.11002,0.0172
Itacarambi,2021-09-22,MG,city,759,17,372,True,18153,18164,3132107,4178.59502,0.0224
Itaguara,2021-09-22,MG,city,2210,33,388,True,13358,13435,3132206,16449.57201,0.0149
Itaipé,2021-09-22,MG,city,381,6,359,True,12760,12836,3132305,2968.21440,0.0157
Itajubá,2021-09-22,MG,city,10026,419,395,True,96869,97334,3132404,10300.61438,0.0418
Itamarandiba,2021-09-22,MG,city,2287,28,322,True,34735,34936,3132503,6546.25601,0.0122
Itamarati de Minas,2021-09-22,MG,city,575,4,357,True,4355,4375,3132602,13142.85714,0.0070
Itambacuri,2021-09-22,MG,city,920,26,366,True,23211,23209,3132701,3963.97949,0.0283
Itambé do Mato Dentro,2021-09-22,MG,city,109,5,317,True,2081,2056,3132800,5301.55642,0.0459
Itamogi,2021-09-22,MG,city,1316,45,356,True,10192,10157,3132909,12956.58167,0.0342
Itamonte,2021-09-22,MG,city,2154,42,379,True,15579,15714,3133006,13707.52195,0.0195
Itanhandu,2021-09-22,MG,city,2580,57,396,True,15331,15423,3133105,16728.26298,0.0221
Itanhomi,2021-09-22,MG,city,913,26,333,True,12228,12244,3133204,7456.71349,0.0285
Itaobim,2021-09-22,MG,city,1939,53,386,True,21062,21029,3133303,9220.60012,0.0273
Itapagipe,2021-09-22,MG,city,2523,61,324,True,15243,15379,3133402,16405.48800,0.0242
Itapecerica,2021-09-22,MG,city,1602,36,395,True,21762,21761,3133501,7361.79404,0.0225
Itapeva,2021-09-22,MG,city,1809,38,398,True,9783,9881,3133600,18307.86358,0.0210
Itatiaiuçu,2021-09-22,MG,city,564,34,376,True,11146,11252,3133709,5012.44223,0.0603
Itaverava,2021-09-22,MG,city,118,3,333,True,5419,5369,3133907,2197.80220,0.0254
Itaú de Minas,2021-09-22,MG,city,2395,36,368,True,16108,16199,3133758,14784.86326,0.0150
Itaúna,2021-09-22,MG,city,11810,271,389,True,93214,93847,3133808,12584.31276,0.0229
Itinga,2021-09-22,MG,city,526,15,348,True,14990,15022,3134004,3501.53109,0.0285
Itueta,2021-09-22,MG,city,1120,4,318,True,6051,6063,3134103,18472.70328,0.0036
Ituiutaba,2021-09-22,MG,city,16740,440,394,True,104671,105255,3134202,15904.23258,0.0263
Itumirim,2021-09-22,MG,city,273,8,370,True,6023,6000,3134301,4550.00000,0.0293
Iturama,2021-09-22,MG,city,6307,234,337,True,39263,39690,3134400,15890.65256,0.0371
Itutinga,2021-09-22,MG,city,164,3,317,True,3788,3768,3134509,4352.44161,0.0183
Jaboticatubas,2021-09-22,MG,city,1782,43,394,True,20143,20418,3134608,8727.59330,0.0241
Jacinto,2021-09-22,MG,city,1082,19,327,True,12326,12323,3134707,8780.32947,0.0176
Jacutinga,2021-09-22,MG,city,2617,50,362,True,25979,26264,3134905,9964.20956,0.0191
Jacuí,2021-09-22,MG,city,1030,36,317,True,7686,7691,3134806,13392.27669,0.0350
Jaguaraçu,2021-09-22,MG,city,432,11,347,True,3133,3142,3135001,13749.20433,0.0255
Jampruca,2021-09-22,MG,city,266,5,339,True,5404,5429,3135076,4899.61319,0.0188
Janaúba,2021-09-22,MG,city,5557,140,400,True,71648,72018,3135100,7716.12652,0.0252
Januária,2021-09-22,MG,city,3557,78,348,True,67742,67852,3135209,5242.29205,0.0219
Japaraíba,2021-09-22,MG,city,399,7,355,True,4350,4384,3135308,9101.27737,0.0175
Japonvar,2021-09-22,MG,city,360,5,334,True,7969,7982,3135357,4510.14783,0.0139
Jaíba,2021-09-22,MG,city,2874,62,330,True,38909,39388,3135050,7296.63857,0.0216
Jeceaba,2021-09-22,MG,city,397,8,399,True,4912,4852,3135407,8182.19291,0.0202
Jenipapo de Minas,2021-09-22,MG,city,175,5,317,True,7692,7738,3135456,2261.56630,0.0286
Jequeri,2021-09-22,MG,city,710,23,317,True,12386,12315,3135506,5765.32684,0.0324
Jequitaí,2021-09-22,MG,city,338,9,319,True,7531,7468,3135605,4525.97750,0.0266
Jequitibá,2021-09-22,MG,city,479,10,359,True,5211,5207,3135704,9199.15498,0.0209
Jequitinhonha,2021-09-22,MG,city,1899,20,370,True,25391,25474,3135803,7454.65965,0.0105
Jesuânia,2021-09-22,MG,city,266,10,327,True,4787,4780,3135902,5564.85356,0.0376
Joanésia,2021-09-22,MG,city,389,18,340,True,4573,4476,3136108,8690.79535,0.0463
Joaquim Felício,2021-09-22,MG,city,296,4,348,True,4695,4727,3136405,6261.89972,0.0135
Joaíma,2021-09-22,MG,city,1228,44,355,True,15432,15455,3136009,7945.64866,0.0358
Jordânia,2021-09-22,MG,city,982,14,339,True,10812,10842,3136504,9057.36949,0.0143
Josenópolis,2021-09-22,MG,city,464,3,326,True,4867,4889,3136579,9490.69339,0.0065
José Gonçalves de Minas,2021-09-22,MG,city,137,1,326,True,4501,4487,3136520,3053.26499,0.0073
José Raydan,2021-09-22,MG,city,346,2,317,True,4995,5050,3136553,6851.48515,0.0058
João Monlevade,2021-09-22,MG,city,10509,243,396,True,79910,80416,3136207,13068.29487,0.0231
João Pinheiro,2021-09-22,MG,city,5376,104,339,True,47452,47726,3136306,11264.30038,0.0193
Juatuba,2021-09-22,MG,city,2896,79,375,True,26946,27392,3136652,10572.42991,0.0273
Juiz de Fora,2021-09-22,MG,city,44980,1966,420,True,568873,573285,3136702,7846.01027,0.0437
Juramento,2021-09-22,MG,city,199,3,326,True,4331,4345,3136801,4579.97699,0.0151
Juruaia,2021-09-22,MG,city,1337,22,320,True,10563,10681,3136900,12517.55454,0.0165
Juvenília,2021-09-22,MG,city,495,6,317,True,5724,5715,3136959,8661.41732,0.0121
Ladainha,2021-09-22,MG,city,354,9,362,True,18111,18193,3137007,1945.80333,0.0254
Lagamar,2021-09-22,MG,city,440,14,347,True,7613,7600,3137106,5789.47368,0.0318
Lagoa Dourada,2021-09-22,MG,city,983,14,383,True,13009,13063,3137403,7525.07081,0.0142
Lagoa Formosa,2021-09-22,MG,city,2170,64,347,True,18052,18111,3137502,11981.66860,0.0295
Lagoa Grande,2021-09-22,MG,city,846,30,317,True,9532,9608,3137536,8805.16236,0.0355
Lagoa Santa,2021-09-22,MG,city,5994,125,386,True,64527,65657,3137601,9129.26268,0.0209
Lagoa da Prata,2021-09-22,MG,city,7999,162,413,True,52165,52711,3137205,15175.20062,0.0203
Lagoa dos Patos,2021-09-22,MG,city,130,2,317,True,4102,4082,3137304,3184.71338,0.0154
Lajinha,2021-09-22,MG,city,2595,41,367,True,19923,19918,3137700,13028.41651,0.0158
Lambari,2021-09-22,MG,city,1885,38,368,True,20814,20907,3137809,9016.11900,0.0202
Lamim,2021-09-22,MG,city,156,3,327,True,3391,3379,3137908,4616.75052,0.0192
Laranjal,2021-09-22,MG,city,762,27,363,True,6810,6833,3138005,11151.76350,0.0354
Lassance,2021-09-22,MG,city,473,6,351,True,6512,6503,3138104,7273.56605,0.0127
Lavras,2021-09-22,MG,city,9077,171,404,True,103773,104783,3138203,8662.66475,0.0188
Leandro Ferreira,2021-09-22,MG,city,316,8,317,True,3229,3226,3138302,9795.41228,0.0253
Leme do Prado,2021-09-22,MG,city,178,3,317,True,4918,4920,3138351,3617.88618,0.0169
Leopoldina,2021-09-22,MG,city,5938,163,389,True,52587,52640,3138401,11280.39514,0.0275
Liberdade,2021-09-22,MG,city,255,8,317,True,5069,5031,3138500,5068.57484,0.0314
Lima Duarte,2021-09-22,MG,city,890,48,372,True,16698,16724,3138609,5321.69337,0.0539
Limeira do Oeste,2021-09-22,MG,city,1285,36,328,True,7536,7589,3138625,16932.40216,0.0280
Lontra,2021-09-22,MG,city,717,10,335,True,9661,9714,3138658,7381.09944,0.0139
Luisburgo,2021-09-22,MG,city,459,16,334,True,6266,6258,3138674,7334.61170,0.0349
Luislândia,2021-09-22,MG,city,228,2,317,True,6699,6718,3138682,3393.86722,0.0088
Luminárias,2021-09-22,MG,city,351,12,330,True,5446,5438,3138708,6454.57889,0.0342
Luz,2021-09-22,MG,city,2101,37,342,True,18215,18257,3138807,11507.91477,0.0176
Machacalis,2021-09-22,MG,city,717,12,338,True,7111,7111,3138906,10082.97005,0.0167
Machado,2021-09-22,MG,city,4646,97,399,True,42133,42413,3139003,10954.18857,0.0209
Madre de Deus de Minas,2021-09-22,MG,city,670,11,343,True,5098,5109,3139102,13114.11235,0.0164
Malacacheta,2021-09-22,MG,city,1480,27,360,True,18650,18602,3139201,7956.13375,0.0182
